ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country, usd_pledged,usd_pledged_real,usd_goal_real
1006032032,Buddy day in Heidepark Soltau (Suspended),People,Photography,EUR,11-06-2015,200,12-05-2015,13,suspended,3,DE,14.51,14.59,224.4
100603923,The sexiest lingerie greeting cards ever...,Accessories,Fashion,USD,26-07-2017,50000,26-06-2017,0,failed,0,US,0,0,50000
1006042643,Opal Zine - Issue 03.,Mixed Media,Art,USD,17-11-2012,75,04-10-2012,75,successful,3,US,75,75,75
1006048821,Pure Me,Apparel,Fashion,USD,02-05-2017,900,03-03-2017,0,failed,0,US,0,0,900
1006053807,Para Doc Film,Documentary,Film & Video,USD,11-04-2012,55000,11-02-2012,0,failed,0,US,0,0,55000
1006061306,Back in the Soviet Bloc - a 6-part tv series,Documentary,Film & Video,USD,27-01-2012,5000,13-01-2012,5358,successful,76,US,5358,5358,5000
1006062529,Demons force (Light novel),Comics,Comics,EUR,04-04-2016,3500,29-02-2016,6,failed,2,AT,6.56,6.82,3977.05
1006069219,Fighting Fear & Doing Discipline,Publishing,Publishing,USD,08-07-2016,4250,23-06-2016,1,failed,1,US,0,1,4250
100607048,Noor would love to draw,Public Art,Art,EUR,07-06-2015,846,16-05-2015,435,failed,16,NL,496.32,488.07,949.21
1006071976,Hand Crafted Illustrations For Tea Towel Design,Illustration,Art,NZD,22-11-2014,1750,23-10-2014,728,failed,10,NZ,580.7,572.33,1375.79
1006075060,Rounds. Set design campaign.,Plays,Theater,GBP,14-02-2016,700,05-02-2016,966,successful,34,GB,1391.44,1379.23,999.44
1006075634,"eyeForce VR Headset, no black parts, 210Â° field of view",Technology,Technology,USD,04-10-2016,50000,17-08-2016,48907,canceled,79,US,13567,48907,50000
100608135,Shell-Shock,Video Games,Games,USD,26-12-2014,15000,26-11-2014,56,failed,2,US,56,56,15000
100608193,Tactile Turn Mover & Shaker Pens - New Materials,Product Design,Design,USD,22-08-2014,30000,22-07-2014,81981,successful,829,US,81981,81981,30000
1006086571,Record Original Tunes at the Wood & Stone Studio,Music,Music,USD,30-01-2012,5400,16-12-2011,645,failed,6,US,645,645,5400
1006094961,Raggedy Edge: Deja Vu,Music,Music,USD,25-04-2013,2000,26-03-2013,360,failed,8,US,360,360,2000
1006096554,ElenaÂ´s Allerlei,Painting,Art,EUR,19-11-2017,1000,20-10-2017,55,failed,1,AT,0,65.32,1187.7
100609913,"Martin Persil, la cantine vegan Ã  roulettes !",Vegan,Food,EUR,15-02-2016,7500,11-01-2016,9172,successful,193,FR,10019.67,10177.2,8321.96
1006106331,Launch Alligator Bites and Open Wide to Possibility!,Software,Technology,USD,08-05-2010,7000,07-02-2010,2002,failed,42,US,2002,2002,7000
1006106807,OCD DUMP,Apps,Technology,EUR,20-06-2017,20000,21-05-2017,1,failed,1,IE,0,1.12,22346.12
1006111903,Wild Cards- Playing Card Games,Tabletop Games,Games,USD,14-10-2011,1000,14-09-2011,1155.23,successful,37,US,1155.23,1155.23,1000
1006130738,"Dread: Shoot 'Em Up | For Desktop, Mobile, & Oculus Rift",Video Games,Games,USD,21-10-2014,35000,11-09-2014,3805,failed,41,US,3805,3805,35000
100613576,Funding a Veterans second chance,Food Trucks,Food,USD,23-01-2015,60000,24-11-2014,30,failed,3,US,30,30,60000
1006135954,BANQUETTE,Webseries,Film & Video,USD,08-08-2010,3000,03-06-2010,895,failed,10,US,895,895,3000
1006139757,Comicverse: Under Fire!,Comics,Comics,USD,18-12-2014,400,23-11-2014,673,successful,22,US,673,673,400
1006151423,Pirates Lagoon,Tabletop Games,Games,USD,19-08-2017,3000,27-07-2017,470,failed,10,US,393,470,3000
1006155697,GAME TIME: TIC-TOCK TIC-TOCK ANTHOLOGY,Anthologies,Comics,USD,24-03-2017,5000,22-02-2017,1686,failed,30,US,135,1686,5000
1006158361,'One Native'... Social Architecture for Social Concerns,Documentary,Film & Video,USD,25-05-2017,2500,25-04-2017,68,failed,2,US,18,68,2500
1006159793,CHF Woodcrafts Handcrafted Art,Woodworking,Crafts,USD,22-03-2016,2000,23-01-2016,102,failed,2,US,102,102,2000
1006171908,PHOENIX FearCON 5 International Independent Horror Film Fest,Film & Video,Film & Video,USD,20-08-2012,15000,21-06-2012,265,failed,10,US,265,265,15000
100617198,AniCareWorld - app and online platform,Design,Design,GBP,22-07-2017,88000,21-06-2017,21,failed,2,GB,0,27.5,115236.04
1006177892,"Take HOTWIRE Action Romantic Comedy to $11,000",Shorts,Film & Video,USD,23-11-2013,7500,22-10-2013,11026,successful,148,US,11026,11026,7500
1006178455,Explore the Amazon with me!,Webseries,Film & Video,CAD,28-03-2014,9500,26-02-2014,10,failed,1,CA,9.03,9.06,8606.63
1006188207,The Space Between Worlds: Auctumnalis,Fiction,Publishing,USD,19-03-2015,2500,17-02-2015,170,failed,4,US,170,170,2500
1006190763,Solecon Buy.Sell.Trade,Apps,Technology,USD,05-09-2015,55000,06-08-2015,0,failed,0,US,0,0,55000
1006194922,Military Wallet by Bench Built,Design,Design,USD,19-08-2016,1000,15-07-2016,7582,successful,267,US,1803,7582,1000
100619872,Picture Their Faces Photo Booth: Bringing smiles to all!,Photography,Photography,USD,08-08-2014,1500,09-07-2014,0,failed,0,US,0,0,1500
100620160,Darklands: Starter Hosts,Tabletop Games,Games,GBP,17-01-2017,10000,04-01-2017,15806,successful,157,GB,3517.86,19406.25,12277.77
1006207132,Survey for a Change,Web,Journalism,CAD,07-03-2015,5000,06-01-2015,0,failed,0,CA,0,0,3926.5
1006207268,"Portakali ""Discussions in the Dark""",Music,Music,USD,23-04-2012,600,24-03-2012,673.21,successful,16,US,673.21,673.21,600
1006211704,ssk (Canceled),Art Books,Publishing,USD,19-04-2012,4500,05-03-2012,35,canceled,1,US,35,35,4500
1006213538,Yakana,Drinks,Food,MXN,16-05-2017,100000,06-04-2017,103035.08,successful,87,MX,0,5501.07,5339.03
1006225522,Negative Space,Video Games,Games,USD,17-12-2017,7000,17-11-2017,680,failed,23,US,610,680,7000
1006230786,The Sleep Sensei - Fall Asleep Faster Without Medication,DIY Electronics,Technology,USD,16-12-2014,25000,27-10-2014,2666,failed,57,US,2666,2666,25000
1006239815,The Cage (SENIOR THESIS PROJECT) (Canceled),Shorts,Film & Video,USD,04-01-2013,1200,05-12-2012,315,canceled,19,US,315,315,1200
1006243575,Double-Sided PLUSH Terrain Mats by Cigar Box Battle Mats,Tabletop Games,Games,USD,01-09-2017,1500,26-07-2017,71293,successful,391,US,2791,71293,1500
1006244792,The Firebird Band New Album (www.firebirdband.com),Indie Rock,Music,USD,09-08-2015,15000,10-07-2015,15102,successful,97,US,15102,15102,15000
1006247883,hello (Canceled),Faith,Music,USD,16-03-2016,15000,16-01-2016,47,canceled,2,US,47,47,15000
1006248646,Linkme: The Ultimate Collaborative Platform,Mixed Media,Art,USD,02-06-2014,10000,03-05-2014,910,failed,9,US,910,910,10000
100625301,Decisions,Narrative Film,Film & Video,USD,09-11-2012,1000,24-10-2012,367,failed,7,US,367,367,1000
1006257581,Born For This,Hip-Hop,Music,USD,01-12-2015,3500,02-11-2015,0,failed,0,US,0,0,3500
1006259122,Eastern Beach Fireworks Extravaganza,Festivals,Theater,NZD,08-10-2015,8000,08-09-2015,30,failed,3,NZ,18.83,20.09,5358.34
1006259457,New Music Video!,Music,Music,USD,01-06-2017,150,22-05-2017,1,failed,1,US,0,1,150
100626161,Cable Label,Gadgets,Technology,USD,30-06-2017,3000,31-05-2017,1019.77,failed,29,US,195.77,1019.77,3000
100626163,Designed Sculptural Jewellery Collection,Design,Design,GBP,02-10-2016,10000,02-09-2016,1,canceled,1,GB,0,1.23,12329.39
1006282460,Help support for full length recording,Indie Rock,Music,USD,08-10-2011,1500,03-09-2011,402,failed,9,US,402,402,1500
1006292661,Creative coping,Painting,Art,USD,13-06-2016,2000,19-05-2016,322,failed,7,US,322,322,2000
1006294866,Luxurious handcrafted candles made from 100% soy wax,Crafts,Crafts,USD,22-11-2013,500,23-10-2013,215,failed,7,US,215,215,500
1006298706,"Murder for Xmas 2014: ""Gray Shadows Under a Harvest Moon""",Anthologies,Publishing,USD,28-11-2014,600,29-10-2014,280,failed,5,US,280,280,600
1006300664,Ethically conscious clothes that will outlast you.,Fashion,Fashion,USD,18-10-2016,20000,19-08-2016,220,canceled,2,US,120,220,20000
1006300866,"Backslash About Presents ""EPISODE 13""",Shorts,Film & Video,USD,27-12-2013,1500,12-11-2013,30,failed,2,US,30,30,1500
1006312961,The Shepherd,Children's Books,Publishing,USD,13-10-2015,2750,13-09-2015,433,failed,10,US,433,433,2750
1006324710,Hermagedon - An epic old school fighting game,Mobile Games,Games,USD,03-11-2016,5000,04-10-2016,0,canceled,0,US,0,0,5000
1006327667,Letters to the Wild - EP,Music,Music,USD,31-10-2014,2000,02-10-2014,2560,undefined,0,"N,0""",,2560,2000
1006335039,Official CITY SLEEPS Unreleased Album Kickstarter!,Music,Music,USD,08-06-2013,1000,10-05-2013,1381,successful,43,US,1381,1381,1000
1006346512,"""Witchcraft Blue"" (A Burlesque Documentary)",Documentary,Film & Video,USD,15-07-2017,2500,22-06-2017,3215,successful,64,US,515,3215,2500
1006355624,"The Beauty of the Manson ""Villa Reale di Monza"" (Italy)",Photobooks,Photography,EUR,02-07-2017,9000,03-05-2017,415,failed,3,IT,0,473.6,10270.81
100635918,World's first wirelessly charged earbuds,Hardware,Technology,EUR,26-05-2016,50000,26-04-2016,172228,successful,1068,DE,193622.51,192343.26,55839.72
100636650,'FLIP' the Bird & Cat Game (Canceled),Playing Cards,Games,USD,05-08-2015,8000,06-07-2015,1393,canceled,45,US,1393,1393,8000
1006373401,Ikuzi Dolls - Beautiful Black Dolls (Canceled),Product Design,Design,USD,12-10-2015,36000,10-09-2015,6074,canceled,56,US,6074,6074,36000
1006376324,Orio Isamu - A humorous manga tale of 1st time intimacy,Comic Books,Comics,USD,30-12-2017,3700,30-11-2017,588,failed,31,US,0,588,3700
1006377345,"STEVERA Belt, Metal-free, Bulge-free, Pinch-free, Unisex",Accessories,Fashion,USD,09-07-2014,30000,09-06-2014,1321,failed,28,US,1321,1321,30000
1006390923,The Witch,Shorts,Film & Video,USD,08-09-2014,5950,09-08-2014,6035,successful,38,US,6035,6035,5950
1006391233,Majora's Mask Replica (Canceled),Video Games,Games,CAD,28-07-2016,4000,28-06-2016,255,canceled,2,CA,195.18,193.53,3035.82
1006393926,SPARE ME 5-1 Automotive Rescue Tool,Product Design,Design,USD,01-05-2015,25000,10-03-2015,1345,failed,23,US,1345,1345,25000
1006394666,The Family Soup Bowl,Tabletop Games,Games,USD,01-05-2015,2500,18-03-2015,0,failed,0,US,0,0,2500
1006405499,UK Salmon Laders,Woodworking,Crafts,GBP,02-09-2015,200,03-08-2015,0,failed,0,GB,0,0,304.53
10064113,I AM SOUL RAP (Canceled),Hip-Hop,Music,USD,06-10-2010,5000,06-08-2010,160,canceled,3,US,160,160,5000
1006427820,Follow my Lied: Fund an Artist,Classical Music,Music,USD,08-06-2013,2500,08-05-2013,2570,successful,26,US,2570,2570,2500
1006429259,BaggaBox,Design,Design,USD,08-05-2017,7500,07-04-2017,8039.99,successful,121,US,841.99,8039.99,7500
1006446157,Jazz Legend John Danser's New Band,Jazz,Music,USD,02-05-2012,1000,02-04-2012,25,failed,1,US,25,25,1000
1006456319,"Rosaline Fashions: Eco-Friendly line of Accessories, Jewelry & Custom Fashion",Fashion,Fashion,USD,13-12-2010,1500,14-09-2010,88,failed,6,US,88,88,1500
1006461045,JP SilverBamboo: The first self-cleaning towel with Silver,Product Design,Design,CAD,04-10-2016,20000,01-09-2016,18028.6,failed,66,CA,1486.64,13584.96,15070.45
1006462050,Leif Garrett - The Musical,Theater,Theater,GBP,27-11-2013,75000,07-11-2013,0,failed,0,GB,0,0,122585.07
1006466755,The Quiet Pictures Experiment,Art,Art,USD,22-10-2012,3000,20-09-2012,3285,successful,57,US,3285,3285,3000
1006476938,Moon Far Ocean Deep,Theater,Theater,USD,30-08-2010,2500,30-07-2010,2710,successful,46,US,2710,2710,2500
10064783,WarmUp: A High-Protein Coffee,Drinks,Food,USD,14-12-2016,8000,14-11-2016,8599,successful,200,US,932,8599,8000
1006486524,Gold Digger (Canceled),Fashion,Fashion,USD,13-09-2013,6000,03-09-2013,0,canceled,0,US,0,0,6000
1006492574,"TheXLC Pre-Printed MDF Wargame Terrain. Quick, Robust, 28mm",Tabletop Games,Games,GBP,22-11-2014,2500,01-11-2014,7553,successful,97,GB,12076.68,11855.1,3923.97
1006495792,Polar - The First Do-It-All Social and Business Meeting App,Apps,Technology,GBP,27-08-2016,30000,28-07-2016,1,failed,1,GB,0,1.33,39851.75
1006506366,SIGNOOS - Free EDU Series for Deaf Schools around the world.,Animation,Film & Video,USD,29-02-2016,685500,02-01-2016,865,failed,19,US,865,865,685500
1006506481,Albumen Portraits,Photography,Photography,USD,22-02-2013,1250,23-01-2013,12.5,failed,2,US,12.5,12.5,1250
1006507504,Ellis Rugby - British Isles Pioneer Rugby Collection,Fashion,Fashion,GBP,11-05-2013,500,11-04-2013,3681,successful,89,GB,5619.68,5607.69,761.71
1006513291,Innervation (short film),Shorts,Film & Video,USD,28-03-2014,1500,24-02-2014,340,failed,10,US,340,340,1500
1006519656,Bucket of Doom - The death-dodging party game,Tabletop Games,Games,GBP,08-10-2014,15000,17-09-2014,15336.01,successful,563,GB,24904.29,24589.94,24051.18
1006522756,PLEASE SUPPORT A TOUR OF SPUN THROUGH SHADOWS,Immersive,Theater,GBP,23-11-2014,1200,24-10-2014,1645,successful,27,GB,2639.92,2581.97,1883.51
1006567596,The Melody of Choice,Shorts,Film & Video,USD,01-06-2012,25000,04-05-2012,30255,successful,44,US,30255,30255,25000
1006576901,BEING SPECIAL: A Differently-Abled Documentary & Book...,Documentary,Film & Video,USD,22-06-2012,25000,08-05-2012,0,canceled,0,US,0,0,25000
1006597254,SMALL HANDS,Shorts,Film & Video,AUD,08-12-2014,6500,10-11-2014,7672,successful,98,AU,6622.1,6344.17,5375.01
100659984,"Sea of Glass, by Warbler (Canceled)",Rock,Music,USD,31-07-2015,6100,01-06-2015,0,canceled,0,US,0,0,6100
1006607395,Arrangement - A Short Film,Shorts,Film & Video,USD,01-06-2012,1000,02-05-2012,1227.01,successful,36,US,1227.01,1227.01,1000
1006614415,Angie Pittman to Vienna for danceWEB!,Workshops,Dance,USD,25-05-2015,3100,26-03-2015,3194,successful,33,US,3194,3194,3100
1006617922,VOICE MEMOS FINAL PRODUCTION AND RELEASE,Pop,Music,USD,05-02-2017,5000,07-12-2016,180,failed,4,US,17,180,5000
1006623404,The Club,Documentary,Film & Video,USD,22-10-2011,15000,23-08-2011,15827,successful,171,US,15827,15827,15000
1006623565,Zwim - Smart Swimming Goggles,Wearables,Technology,USD,02-12-2017,50000,17-10-2017,16569,canceled,49,US,11565,16569,50000
1006626339,In the Middle of the Middle East,Documentary,Film & Video,USD,09-12-2016,40000,13-11-2016,455,canceled,10,US,30,455,40000
1006633486,The Bacon Diet,Nonfiction,Publishing,USD,05-12-2009,1000,06-11-2009,10,failed,2,US,10,10,1000
1006634155,Chocolatey Wonders,Product Design,Design,GBP,16-09-2013,6000,18-07-2013,1172,failed,35,GB,1778.21,1877.48,9611.69
1006634329,Tain Collins Band- 2nd Album- Finally!,Rock,Music,USD,03-06-2014,4000,09-05-2014,180,failed,7,US,180,180,4000
1006641104,The Voting App - It's in YOUR hands!,Apps,Technology,USD,11-06-2014,50000,12-05-2014,7697,failed,85,US,7697,7697,50000
1006645996,The Die: A Comedy Horror Short Film,Shorts,Film & Video,USD,07-10-2011,1000,07-09-2011,100,failed,2,US,100,100,1000
1006651105,Sharkskin Apparel - Performance Gear Built to Dominate!,Fashion,Fashion,USD,18-04-2014,30000,19-03-2014,0,canceled,0,US,0,0,30000
1006663687,Stellar Young's Second Full-Length Studio Album,Indie Rock,Music,USD,19-09-2014,2750,20-08-2014,3682.93,successful,101,US,3682.93,3682.93,2750
1006664631,The Package III DVD,Animation,Film & Video,GBP,22-09-2016,150,23-08-2016,0,failed,0,GB,0,0,194.61
1006664751,Dedication has no limitation,Documentary,Film & Video,GBP,09-11-2014,26500,10-10-2014,1566,failed,16,GB,2532.08,2451.51,41484.68
100666726,Transgenders Revisited,Documentary,Film & Video,USD,28-05-2014,400000,30-03-2014,1710,failed,22,US,1710,1710,400000
1006670860,PRAISE,Performance Art,Art,USD,07-08-2013,1800,28-06-2013,596,failed,18,US,596,596,1800
1006675756,Nature Album Tamiasciurus,Public Art,Art,USD,10-05-2015,600,10-04-2015,910,successful,14,US,910,910,600
1006677878,"Drumpf: Rise Up, Libertonia! 18+ RPG",Video Games,Games,USD,26-10-2017,5000,26-09-2017,615,failed,45,US,210,615,5000
1006679476,SANKOFA DANCE THEATER Harvest Fest,Dance,Dance,USD,16-03-2012,6000,02-02-2012,8185,successful,104,US,8185,8185,6000
1006683354,SnoMat,Technology,Technology,USD,08-10-2014,20000,08-09-2014,15,failed,2,US,15,15,20000
1006684765,Chalk One Up Inspirations Poster Project!,Publishing,Publishing,USD,06-09-2012,5000,07-08-2012,120,failed,5,US,120,120,5000
1006692649,Insteeter.com,Web,Technology,EUR,11-02-2016,8000,12-01-2016,0,failed,0,IT,0,0,9019.98
100669275,Chicano Art-Adan Hernandez-A Journey Into Chicano Noir,Digital Art,Art,USD,22-12-2010,100000,22-11-2010,0,failed,0,US,0,0,100000
1006696072,WILD WEST SPACE GUN PROP,Product Design,Design,USD,23-03-2013,450,13-02-2013,941,successful,7,US,941,941,450
1006700073,Dying For Success!,Nonfiction,Publishing,USD,08-11-2010,3000,24-09-2010,0,failed,0,US,0,0,3000
1006701693,The Cursed Series (Canceled),Film & Video,Film & Video,USD,18-10-2014,2000000,13-09-2014,831,canceled,14,US,831,831,2000000
1006704286,"App Remake, Monster in the Marsh for iPhone",Video Games,Games,USD,30-12-2013,5000,30-11-2013,25,failed,1,US,25,25,5000
10067082,ATEMPORAL,Plays,Theater,MXN,26-12-2016,20000,26-11-2016,0,failed,0,MX,0,0,968.29
1006737628,Art Work and Ministry,Illustration,Art,USD,13-05-2015,500,13-04-2015,507,successful,7,US,507,507,500
1006741652,Vegan & Proud Wristbands WEBSITE,Accessories,Fashion,USD,02-11-2015,2000,18-09-2015,46,failed,5,US,46,46,2000
1006748617,Jerry Springle,Pop,Music,USD,08-08-2014,25000,09-07-2014,181,failed,8,US,181,181,25000
100675027,Aeolians of Oakwood University: Live Recording 2013,Music,Music,USD,16-04-2013,15000,20-03-2013,17135,successful,148,US,17135,17135,15000
1006762219,CRUISIN CARDS,Games,Games,USD,06-03-2014,30000,04-02-2014,1,failed,1,US,1,1,30000
1006762726,Off the Record - Pilot,Comedy,Film & Video,USD,31-05-2015,5500,21-05-2015,5650,successful,80,US,5650,5650,5500
1006763072,DisEnchanted,Webseries,Film & Video,USD,17-02-2012,3500,18-01-2012,3553,successful,46,US,3553,3553,3500
1006765909,Path Architecture: Movement that Drives Design,Nonfiction,Publishing,USD,29-07-2012,7500,29-06-2012,132,failed,6,US,132,132,7500
1006767911,Math Castle,Games,Games,USD,25-01-2016,10000,04-01-2016,130,failed,2,US,130,130,10000
1006769193,A Beautiful Tragedy,Film & Video,Film & Video,USD,07-05-2012,11000,12-04-2012,11178,successful,43,US,11178,11178,11000
1006803949,Harrogate Skate Jam 2017,Public Art,Art,GBP,09-06-2017,950,12-05-2017,25,failed,1,GB,32.35,31.88,1211.49
1006808293,KAiROS Debut Album Release,Jazz,Music,USD,08-06-2017,5000,09-05-2017,1765,failed,25,US,15,1765,5000
1006817722,Publishing my dream fantasy novel,Fiction,Publishing,GBP,21-05-2014,1500,21-04-2014,151,failed,7,GB,253.55,254.29,2526.1
1006821111,Cards4Humanity,Games,Games,USD,11-05-2017,55000,11-04-2017,11062,failed,127,US,1075,11062,55000
1006835138,"Oh, Fudge!",Food,Food,USD,16-11-2011,5000,17-09-2011,1440.55,failed,63,US,1440.55,1440.55,5000
100684299,Holly Renee,Fiction,Publishing,USD,14-06-2013,10000,15-05-2013,15,failed,2,US,15,15,10000
1006858038,The World's First App to Make Beach Goers Dreams Come True!,Apps,Technology,USD,25-04-2016,36779,11-03-2016,6144,canceled,49,US,6144,6144,36779
1006862039,Kronk the Neanderthal,Comic Books,Comics,CAD,30-11-2016,1500,31-10-2016,1711,successful,59,CA,556.3,1286.18,1127.57
1006866696,Spheres of Power: A New Pathfinder Magic System,Tabletop Games,Games,USD,01-09-2013,1500,04-08-2013,39557.16,successful,966,US,39557.16,39557.16,1500
1006871160,Ninjas For Natives,Documentary,Film & Video,USD,26-03-2015,140000,04-03-2015,0,failed,0,US,0,0,140000
1006879647,The Game 1.0 english version.,Young Adult,Publishing,CHF,12-05-2016,4000,12-04-2016,16,failed,5,CH,16.79,16.47,4117.56
1006879706,Meg's Senior Thesis Film Fundraiser!,Film & Video,Film & Video,USD,08-08-2010,1000,19-06-2010,1631,successful,19,US,1631,1631,1000
1006879870,The Adventures of Toffy and Olly,Children's Books,Publishing,USD,03-05-2014,8500,03-04-2014,1211,failed,15,US,1211,1211,8500
1006881332,All-In-One Music Industry Social Directory,Music,Music,GBP,22-01-2017,5000,28-12-2016,100,canceled,1,GB,122.71,125.41,6270.38
1006881955,Thane of East County,Film & Video,Film & Video,USD,24-07-2014,20000,24-06-2014,25000,successful,160,US,25000,25000,20000
1006884820,The JJ Project,Documentary,Film & Video,USD,31-08-2013,22000,01-08-2013,824,failed,19,US,824,824,22000
1006885199,"Orrery Lamp: A Minimal, Dimmable Solar System",Product Design,Design,USD,20-09-2017,25000,21-08-2017,51807,successful,168,US,14138,51807,25000
1006885357,Escape from Alcatraz â€” A New Mystery Rummy Game,Tabletop Games,Games,USD,04-07-2014,10000,06-06-2014,13574,successful,359,US,13574,13574,10000
1006890111,Swimmerix: Super Accurate and Easy-To-Use Swim Tracker,Product Design,Design,GBP,11-03-2016,24000,09-02-2016,5667,canceled,52,GB,8223.13,8099.42,34301.39
1006900956,The DREAMline Project Outreach Advocacy Awareness Dreamers,Apparel,Fashion,USD,08-09-2016,1000,09-08-2016,55,failed,2,US,5,55,1000
1006906467,Clothe the Dancers in CreatureTube,Dance,Dance,USD,02-10-2015,300,17-09-2015,457,successful,9,US,457,457,300
1006908172,Back to Back to the Future: The Comic,Comics,Comics,USD,20-09-2010,2500,21-08-2010,451,failed,18,US,451,451,2500
1006912477,The Lost Play of William Shakespeare,Musical,Theater,USD,22-10-2015,3000,22-09-2015,0,failed,0,US,0,0,3000
1006916666,The Food Truck Diaries,Documentary,Film & Video,AUD,19-07-2014,15000,20-05-2014,14.5,failed,3,AU,13.58,13.64,14108.35
1006925601,When I Leave,Drama,Film & Video,USD,11-03-2017,3000,26-01-2017,3653.5,successful,43,US,905,3653.5,3000
1006927409,Gray's at New Designers,Fashion,Fashion,GBP,04-04-2015,2500,03-02-2015,2565,successful,38,GB,3867.92,3742.67,3647.82
1006933983,Let the Sun Shine In...Always & Forever with Sun LifeLight!,Hardware,Technology,USD,09-07-2014,150000,09-06-2014,7333,failed,20,US,7333,7333,150000
1006938081,Collabortive map for PokemonGo you can trust,Video Games,Games,USD,22-07-2016,10000,15-07-2016,23,failed,4,US,20,23,10000
1006938422,Playdoughs Republik Poetic Ramblings of a Modern Foolosopher,Poetry,Publishing,USD,21-10-2012,7770,22-08-2012,78.77,failed,8,US,78.77,78.77,7770
1006945199,Have your Cake and Eat it too!,Food,Food,USD,05-12-2016,10000,05-11-2016,0,canceled,0,US,24,0,10000
1006946922,World's Biggest Dick Drawing,Art,Art,USD,21-08-2014,100,22-07-2014,677,successful,61,US,677,677,100
1006947711,The Holy Trinity Series,Fiction,Publishing,USD,07-04-2017,9000,08-03-2017,51,failed,2,US,50,51,9000
1006957330,"Harmony Acres Soap Co. - Go Ahead, Get Smelly!",Crafts,Crafts,USD,26-09-2013,9500,27-08-2013,2722,failed,46,US,2722,2722,9500
1006971960,"partners we""ll remain",Country & Folk,Music,USD,01-11-2016,6000,02-10-2016,1,failed,1,US,0,1,6000
1006991848,The Cheating Heart: Love or Lust,Drama,Film & Video,USD,20-04-2016,10000,21-03-2016,2,failed,2,US,2,2,10000
1006997833,Not Of This World (Student Film Project),Shorts,Film & Video,GBP,17-11-2013,4200,18-10-2013,170,failed,4,GB,271.55,275.42,6804.37
1007002522,Midnight Persons comic: Issue #0,Comic Books,Comics,USD,26-05-2016,4500,26-04-2016,4661,successful,100,US,4661,4661,4500
1007005370,BRINK Mag,Periodicals,Publishing,USD,27-02-2012,1593,02-02-2012,0,failed,0,US,0,0,1593
1007011953,Sanga,Video Games,Games,USD,18-12-2013,25000,18-11-2013,4666,failed,44,US,4666,4666,25000
1007013403,WBOS presents Boogie Nights the Musical,Musical,Theater,GBP,16-08-2014,5000,17-07-2014,0,failed,0,GB,0,0,8288.71
1007013670,Chinese Seal Carving,Crafts,Crafts,USD,03-11-2011,2500,04-10-2011,2607,successful,31,US,2607,2607,2500
100701747,Life With Hope Web Series,Webseries,Film & Video,USD,09-08-2012,3000,26-07-2012,3081,successful,26,US,3081,3081,3000
1007021695,BroschÃ?re Maultiermuseum Schweiz,Letterpress,Crafts,CHF,15-12-2015,6500,16-10-2015,560,failed,10,CH,589.34,563.54,6541.08
1007023657,DAGON,Animation,Film & Video,EUR,30-08-2015,30000,01-07-2015,8468,failed,93,IT,9477.09,9431.63,33413.9
1007025362,PARAPLEGICSLIST A new horror thriller film,Narrative Film,Film & Video,USD,28-08-2011,15000,29-06-2011,25,failed,1,US,25,25,15000
1007030316,Keeping It Free For Kids,Classical Music,Music,USD,02-01-2016,3000,03-12-2015,430,failed,5,US,430,430,3000
1007034926,Let me draw your Anime Style Portrait!!,Illustration,Art,EUR,09-01-2017,100,30-11-2016,181,successful,7,ES,63.61,192.96,106.61
1007035613,The Cardboard Box - Take my  own play to fringe festival!,Theater,Theater,GBP,27-05-2013,500,12-04-2013,65,canceled,7,GB,99.61,99.03,761.79
1007043144,FLEXXBALLâ„¢ - The Playful Sculpture,Product Design,Design,USD,31-03-2017,4800,01-03-2017,1691,canceled,21,US,777,1691,4800
1007045506,Beach City Con: A Steven Universe Fan Convention,Festivals,Film & Video,USD,31-10-2016,7000,01-09-2016,24056,successful,264,US,9517,24056,7000
10070457,Incpin Media,Publishing,Publishing,USD,19-03-2017,2500,17-02-2017,0,failed,0,US,0,0,2500
1007054028,ArtSi After School Program,Art,Art,USD,20-11-2014,1200,21-10-2014,30,failed,1,US,30,30,1200
100705658,Coffee With A Purpose,Drinks,Food,USD,09-12-2015,14500,09-11-2015,15130,successful,65,US,15130,15130,14500
100705975,Custom Folded Book Art,Art,Art,USD,29-03-2015,700,27-02-2015,460,failed,7,US,460,460,700
1007061311,Edinburgh Fringe Festival or Bust...Little Prince Mash Up!,Theater,Theater,USD,29-01-2014,20000,31-12-2013,650,failed,8,US,650,650,20000
1007062718,Catholic Social Teaching: A New Synthesis,Nonfiction,Publishing,USD,15-11-2015,5000,16-10-2015,150,failed,4,US,150,150,5000
1007066609,HD & Pixel Video Game Assets Commercially Licensed Monthly,Video Games,Games,USD,14-10-2017,500,15-08-2017,75,failed,3,US,25,75,500
1007079209,A Fistful of Water (Chronicles of Marsdenfel: Book 3),Fiction,Publishing,USD,16-11-2013,300,29-10-2013,33,failed,2,US,33,33,300
1007080260,Love New York Apparel,Fashion,Fashion,USD,18-11-2013,20000,19-09-2013,0,failed,0,US,0,0,20000
1007081088,Sanctuary/Purgatory Book,Fine Art,Photography,USD,01-07-2016,250,01-06-2016,0,failed,0,US,0,0,250
1007083051,Rolling Art into LIfe,Conceptual Art,Art,USD,12-04-2012,8000,27-02-2012,300,failed,2,US,300,300,8000
